step,candidate,roi1,roi3,selected,selected_features
1,last_rank,0.7863978127136022,0.8151515151515152,0,last_rank
1,last_rank_rank,0.7596035543403964,0.820665299612668,0,last_rank_rank
1,avg_rank_5,0.7749145591250854,0.7963545226703121,0,avg_rank_5
1,avg_rank_5_rank,0.7693096377306904,0.8007974481658692,0,avg_rank_5_rank
1,avg_rank_3,0.7920710868079289,0.785144679881522,0,avg_rank_3
